Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade em Estoque,Filial,Data da Venda
Pó compacto,Roupas,22.41,41,Filial 7,Valor Indisponível
Corretivo,Roupas,34.14,47,Filial 10,Valor Indisponível
Pó compacto,Alimentos,52.21,66,Filial 8,Valor Indisponível
Máscara de cílios,Roupas,83.15,39,Filial 10,Valor Indisponível
Blush em pó,Roupas,64.02,60,Filial 3,Valor Indisponível
Delineador líquido,Roupas,62.97,82,Filial 2,Valor Indisponível
Máscara de cílios,Roupas,57.62,82,Filial 6,Valor Indisponível
Pó compacto,Alimentos,58.2,18,Filial 3,Valor Indisponível
Lápis de sobrancelha,Alimentos,50.74,75,Filial 9,Valor Indisponível
Sombra de olhos,Roupas,87.36,22,Filial 3,Valor Indisponível
Blush em pó,Eletrônicos,7.62,19,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,88.87,65,Filial 4,Valor Indisponível
Corretivo,Alimentos,41.45,32,Filial 9,Valor Indisponível
Blush em pó,Alimentos,16.36,6,Filial 6,Valor Indisponível
Batom matte,Alimentos,7.58,97,Filial 2,Valor Indisponível
Batom líquido,Alimentos,43.68,77,Filial 6,Valor Indisponível
Sombra de olhos,Eletrodomésticos,49.21,56,Filial 10,Valor Indisponível
Corretivo,Roupas,52.52,92,Filial 9,Valor Indisponível
Batom líquido,Eletrodomésticos,84.34,96,Filial 2,Valor Indisponível
Sombra de olhos,Alimentos,23.46,44,Filial 8,Valor Indisponível
Base líquida,Eletrodomésticos,25.65,49,Filial 4,Valor Indisponível
Batom matte,Eletrodomésticos,59.09,56,Filial 5,Valor Indisponível
Batom líquido,Eletrônicos,72.79,79,Filial 1,Valor Indisponível
Blush em pó,Alimentos,41.36,4,Filial 6,Valor Indisponível
Delineador líquido,Roupas,44.86,41,Filial 7,Valor Indisponível
Sombra de olhos,Roupas,68.02,48,Filial 9,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,67.85,85,Filial 2,Valor Indisponível
Delineador líquido,Roupas,68.63,28,Filial 10,Valor Indisponível
Delineador líquido,Eletrônicos,60.93,52,Filial 6,Valor Indisponível
Delineador líquido,Roupas,9.28,40,Filial 1,Valor Indisponível
Blush em pó,Eletrônicos,4.11,50,Filial 8,Valor Indisponível
Batom líquido,Eletrodomésticos,28.2,13,Filial 4,Valor Indisponível
Lápis de sobrancelha,Alimentos,56.7,19,Filial 8,Valor Indisponível
Batom matte,Alimentos,24.67,6,Filial 6,Valor Indisponível
Delineador líquido,Eletrônicos,63.19,26,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,50.51,79,Filial 2,Valor Indisponível
Blush em pó,Roupas,74.39,2,Filial 7,Valor Indisponível
Batom matte,Roupas,29.8,52,Filial 9,Valor Indisponível
Batom matte,Alimentos,42.88,92,Filial 1,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,27.61,85,Filial 10,Valor Indisponível
Sombra de olhos,Eletrônicos,67.28,10,Filial 8,Valor Indisponível
Lápis de sobrancelha,Roupas,61.02,88,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,36.12,94,Filial 9,Valor Indisponível
Lápis de sobrancelha,Alimentos,86.62,71,Filial 1,Valor Indisponível
Batom matte,Eletrônicos,75.74,4,Filial 2,Valor Indisponível
Corretivo,Roupas,31.61,16,Filial 4,Valor Indisponível
Corretivo,Alimentos,21.64,84,Filial 1,Valor Indisponível
Delineador líquido,Eletrônicos,70.46,32,Filial 10,Valor Indisponível
Lápis de sobrancelha,Alimentos,74.94,99,Filial 1,Valor Indisponível
Pó compacto,Roupas,84.56,13,Filial 8,Valor Indisponível
Pó compacto,Roupas,75.04,5,Filial 3,Valor Indisponível
Corretivo,Roupas,64.5,22,Filial 6,Valor Indisponível
Corretivo,Eletrodomésticos,26.92,20,Filial 6,Valor Indisponível
Pó compacto,Alimentos,15.55,33,Filial 6,Valor Indisponível
Lápis de sobrancelha,Roupas,79.32,30,Filial 8,Valor Indisponível
Pó compacto,Alimentos,19.41,29,Filial 1,Valor Indisponível
Batom matte,Eletrodomésticos,42.6,82,Filial 2,Valor Indisponível
Batom matte,Alimentos,47.36,7,Filial 9,Valor Indisponível
Base líquida,Alimentos,95.32,46,Filial 8,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,58.92,53,Filial 4,Valor Indisponível
Blush em pó,Alimentos,20.96,54,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,56.19,3,Filial 8,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,82.93,45,Filial 7,Valor Indisponível
Máscara de cílios,Eletrodomésticos,55.48,100,Filial 3,Valor Indisponível
Batom líquido,Roupas,82.32,87,Filial 5,Valor Indisponível
Lápis de sobrancelha,Roupas,12.41,50,Filial 5,Valor Indisponível
Corretivo,Eletrodomésticos,43.73,81,Filial 1,Valor Indisponível
Base líquida,Roupas,56.22,94,Filial 7,Valor Indisponível
Blush em pó,Eletrodomésticos,8.65,42,Filial 3,Valor Indisponível
Máscara de cílios,Roupas,77.25,86,Filial 10,Valor Indisponível
Base líquida,Eletrônicos,21.78,86,Filial 9,Valor Indisponível
Corretivo,Roupas,60.92,99,Filial 1,Valor Indisponível
Delineador líquido,Alimentos,99.05,32,Filial 6,Valor Indisponível
Base líquida,Eletrodomésticos,92.03,32,Filial 4,Valor Indisponível
Delineador líquido,Eletrônicos,81.42,80,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,21.67,37,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,26.61,7,Filial 10,Valor Indisponível
Corretivo,Eletrônicos,47.57,25,Filial 3,Valor Indisponível
Batom matte,Eletrodomésticos,60.31,5,Filial 6,Valor Indisponível
Blush em pó,Eletrônicos,97.53,100,Filial 7,Valor Indisponível
Blush em pó,Eletrodomésticos,41.76,99,Filial 7,Valor Indisponível
Máscara de cílios,Eletrônicos,20.74,70,Filial 5,Valor Indisponível
Máscara de cílios,Eletrônicos,84.84,4,Filial 9,Valor Indisponível
Batom matte,Alimentos,37.32,81,Filial 10,Valor Indisponível
Delineador líquido,Eletrônicos,57.3,36,Filial 8,Valor Indisponível
Delineador líquido,Eletrônicos,24.43,77,Filial 4,Valor Indisponível
Sombra de olhos,Eletrônicos,18.84,25,Filial 6,Valor Indisponível
Batom líquido,Eletrodomésticos,23.15,60,Filial 5,Valor Indisponível
Sombra de olhos,Eletrônicos,38.02,78,Filial 6,Valor Indisponível
Corretivo,Alimentos,15.5,8,Filial 4,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,64.19,86,Filial 7,Valor Indisponível
Corretivo,Eletrodomésticos,73.74,27,Filial 1,Valor Indisponível
Máscara de cílios,Roupas,56.66,63,Filial 4,Valor Indisponível
Batom líquido,Eletrodomésticos,79.75,92,Filial 1,Valor Indisponível
Base líquida,Eletrônicos,49.13,95,Filial 1,Valor Indisponível
Blush em pó,Eletrônicos,55.96,48,Filial 1,Valor Indisponível
Delineador líquido,Alimentos,41.01,48,Filial 9,Valor Indisponível
Pó compacto,Eletrônicos,21.23,62,Filial 9,Valor Indisponível
Batom matte,Roupas,88.26,81,Filial 10,Valor Indisponível
Base líquida,Roupas,92.53,85,Filial 3,Valor Indisponível
Batom líquido,Eletrodomésticos,42.16,68,Filial 4,Valor Indisponível
Pó compacto,Alimentos,19.27,6,Filial 1,Valor Indisponível
Delineador líquido,Eletrônicos,32.72,98,Filial 9,Valor Indisponível
Máscara de cílios,Roupas,41.06,82,Filial 8,Valor Indisponível
Corretivo,Roupas,62.64,97,Filial 8,Valor Indisponível
Batom matte,Roupas,86.17,75,Filial 9,Valor Indisponível
Corretivo,Roupas,16.22,99,Filial 9,Valor Indisponível
Máscara de cílios,Alimentos,30.31,29,Filial 2,Valor Indisponível
Base líquida,Alimentos,79.59,30,Filial 10,Valor Indisponível
Máscara de cílios,Alimentos,26.36,20,Filial 10,Valor Indisponível
Blush em pó,Alimentos,47.68,79,Filial 1,Valor Indisponível
Pó compacto,Eletrodomésticos,11.95,9,Filial 2,Valor Indisponível
Delineador líquido,Alimentos,86.15,16,Filial 2,Valor Indisponível
Pó compacto,Eletrônicos,43.97,43,Filial 5,Valor Indisponível
Lápis de sobrancelha,Roupas,65.26,79,Filial 7,Valor Indisponível
Base líquida,Roupas,99.74,42,Filial 10,Valor Indisponível
Batom líquido,Eletrodomésticos,86.33,36,Filial 6,Valor Indisponível
Corretivo,Alimentos,25.76,97,Filial 1,Valor Indisponível
Lápis de sobrancelha,Roupas,70.35,21,Filial 9,Valor Indisponível
Batom líquido,Eletrônicos,81.25,40,Filial 2,Valor Indisponível
Batom líquido,Eletrônicos,77.41,81,Filial 3,Valor Indisponível
Corretivo,Roupas,13.18,54,Filial 6,Valor Indisponível
Lápis de sobrancelha,Alimentos,21.93,30,Filial 8,Valor Indisponível
Máscara de cílios,Roupas,23.57,13,Filial 3,Valor Indisponível
Batom líquido,Roupas,70.31,88,Filial 8,Valor Indisponível
Base líquida,Eletrodomésticos,9.41,94,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,32.09,78,Filial 2,Valor Indisponível
Batom matte,Roupas,24.61,81,Filial 6,Valor Indisponível
Base líquida,Eletrodomésticos,86.68,85,Filial 8,Valor Indisponível
Base líquida,Alimentos,4.47,2,Filial 1,Valor Indisponível
Pó compacto,Eletrodomésticos,73.72,49,Filial 5,Valor Indisponível
Batom matte,Alimentos,64.62,96,Filial 5,Valor Indisponível
Blush em pó,Roupas,34.93,54,Filial 8,Valor Indisponível
Batom matte,Roupas,78.29,88,Filial 8,Valor Indisponível
Corretivo,Eletrodomésticos,67.08,44,Filial 10,Valor Indisponível
Batom líquido,Roupas,98.47,89,Filial 6,Valor Indisponível
Blush em pó,Eletrodomésticos,39.86,36,Filial 10,Valor Indisponível
Máscara de cílios,Roupas,65.23,52,Filial 8,Valor Indisponível
Pó compacto,Eletrônicos,50.8,77,Filial 10,Valor Indisponível
Blush em pó,Eletrodomésticos,16.77,16,Filial 5,Valor Indisponível
Base líquida,Roupas,16.7,26,Filial 7,Valor Indisponível
Lápis de sobrancelha,Alimentos,15.19,30,Filial 10,Valor Indisponível
Blush em pó,Eletrodomésticos,37.35,36,Filial 10,Valor Indisponível
Pó compacto,Eletrodomésticos,12.8,11,Filial 8,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,51.72,65,Filial 6,Valor Indisponível
Batom matte,Eletrodomésticos,72.4,96,Filial 8,Valor Indisponível
Batom líquido,Alimentos,46.31,38,Filial 4,Valor Indisponível
Lápis de sobrancelha,Alimentos,38.02,57,Filial 6,Valor Indisponível
Máscara de cílios,Eletrônicos,52.19,23,Filial 9,Valor Indisponível
Pó compacto,Eletrodomésticos,50.78,31,Filial 10,Valor Indisponível
Batom matte,Alimentos,45.85,96,Filial 9,Valor Indisponível
Sombra de olhos,Roupas,36.64,31,Filial 2,Valor Indisponível
Corretivo,Eletrodomésticos,24.35,65,Filial 10,Valor Indisponível
Delineador líquido,Eletrodomésticos,12.44,5,Filial 1,Valor Indisponível
Base líquida,Eletrônicos,10.22,10,Filial 8,Valor Indisponível
Blush em pó,Eletrônicos,13.55,31,Filial 6,Valor Indisponível
Delineador líquido,Eletrônicos,58.02,42,Filial 6,Valor Indisponível
Blush em pó,Eletrodomésticos,20.01,81,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,55.72,82,Filial 1,Valor Indisponível
Corretivo,Roupas,89.06,27,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,9.1,12,Filial 7,Valor Indisponível
Corretivo,Alimentos,3.03,91,Filial 1,Valor Indisponível
Batom líquido,Alimentos,2.69,45,Filial 3,Valor Indisponível
Sombra de olhos,Alimentos,33.25,40,Filial 5,Valor Indisponível
Delineador líquido,Eletrônicos,44.73,28,Filial 5,Valor Indisponível
Sombra de olhos,Eletrônicos,56.58,22,Filial 5,Valor Indisponível
Blush em pó,Eletrônicos,39.78,23,Filial 5,Valor Indisponível
Pó compacto,Eletrodomésticos,75.83,98,Filial 4,Valor Indisponível
Lápis de sobrancelha,Roupas,76.69,16,Filial 9,Valor Indisponível
Corretivo,Roupas,49.96,92,Filial 4,Valor Indisponível
Base líquida,Eletrônicos,82.83,72,Filial 7,Valor Indisponível
Pó compacto,Roupas,26.14,50,Filial 10,Valor Indisponível
Blush em pó,Eletrodomésticos,2.25,19,Filial 1,Valor Indisponível
Pó compacto,Eletrônicos,31.53,33,Filial 7,Valor Indisponível
Delineador líquido,Eletrônicos,15.48,88,Filial 1,Valor Indisponível
Delineador líquido,Roupas,92.41,56,Filial 8,Valor Indisponível
Sombra de olhos,Eletrônicos,1.17,82,Filial 1,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,24.95,32,Filial 7,Valor Indisponível
Pó compacto,Eletrodomésticos,11.82,93,Filial 3,Valor Indisponível
Batom matte,Roupas,67.68,54,Filial 4,Valor Indisponível
Batom matte,Eletrodomésticos,84.38,91,Filial 9,Valor Indisponível
Delineador líquido,Roupas,84.01,42,Filial 10,Valor Indisponível
Máscara de cílios,Eletrônicos,23.99,60,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,79.99,50,Filial 1,Valor Indisponível
Sombra de olhos,Alimentos,1.87,35,Filial 2,Valor Indisponível
Sombra de olhos,Alimentos,93.98,73,Filial 10,Valor Indisponível
Base líquida,Eletrônicos,13.97,34,Filial 2,Valor Indisponível
Blush em pó,Eletrodomésticos,26.58,37,Filial 10,Valor Indisponível
Máscara de cílios,Eletrônicos,31.2,86,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,37.76,1,Filial 9,Valor Indisponível
Pó compacto,Eletrônicos,35.2,44,Filial 10,Valor Indisponível
Lápis de sobrancelha,Alimentos,48.23,10,Filial 10,Valor Indisponível
Corretivo,Roupas,12.12,83,Filial 8,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,17.39,41,Filial 4,Valor Indisponível
Batom matte,Eletrodomésticos,36.03,30,Filial 1,Valor Indisponível
Sombra de olhos,Eletrodomésticos,16.8,30,Filial 6,Valor Indisponível
Delineador líquido,Eletrônicos,6.2,59,Filial 9,Valor Indisponível
Delineador líquido,Eletrônicos,55.84,82,Filial 7,Valor Indisponível
Sombra de olhos,Eletrônicos,80.73,36,Filial 5,Valor Indisponível
Delineador líquido,Alimentos,87.59,5,Filial 8,Valor Indisponível
Delineador líquido,Eletrodomésticos,45.93,10,Filial 4,Valor Indisponível
Pó compacto,Roupas,95.1,16,Filial 2,Valor Indisponível
Blush em pó,Alimentos,1.96,35,Filial 7,Valor Indisponível
Batom matte,Eletrônicos,44.13,74,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,85.1,15,Filial 1,Valor Indisponível
Sombra de olhos,Eletrônicos,21.36,97,Filial 7,Valor Indisponível
Lápis de sobrancelha,Alimentos,34.58,96,Filial 1,Valor Indisponível
Sombra de olhos,Alimentos,25.38,28,Filial 10,Valor Indisponível
Máscara de cílios,Eletrodomésticos,54.71,62,Filial 9,Valor Indisponível
Pó compacto,Roupas,89.49,21,Filial 7,Valor Indisponível
Base líquida,Eletrônicos,62.55,70,Filial 8,Valor Indisponível
Pó compacto,Roupas,92.42,84,Filial 7,Valor Indisponível
Pó compacto,Alimentos,76.69,75,Filial 3,Valor Indisponível
Batom matte,Roupas,39.12,85,Filial 1,Valor Indisponível
Pó compacto,Eletrônicos,76.88,14,Filial 4,Valor Indisponível
Corretivo,Eletrodomésticos,1.32,54,Filial 4,Valor Indisponível
Lápis de sobrancelha,Alimentos,61.88,63,Filial 3,Valor Indisponível
Sombra de olhos,Eletrônicos,15.24,38,Filial 3,Valor Indisponível
Sombra de olhos,Alimentos,72.21,13,Filial 4,Valor Indisponível
Máscara de cílios,Eletrodomésticos,79.39,94,Filial 3,Valor Indisponível
Sombra de olhos,Alimentos,23.86,2,Filial 9,Valor Indisponível
Máscara de cílios,Alimentos,58.17,57,Filial 8,Valor Indisponível
Máscara de cílios,Eletrodomésticos,25.51,92,Filial 2,Valor Indisponível
Sombra de olhos,Eletrônicos,63.73,49,Filial 5,Valor Indisponível
Pó compacto,Alimentos,83.26,12,Filial 2,Valor Indisponível
Lápis de sobrancelha,Roupas,10.83,45,Filial 10,Valor Indisponível
Sombra de olhos,Roupas,29.4,79,Filial 4,Valor Indisponível
Máscara de cílios,Eletrônicos,80.58,30,Filial 10,Valor Indisponível
Pó compacto,Alimentos,90.83,21,Filial 1,Valor Indisponível
Blush em pó,Eletrônicos,72.82,1,Filial 10,Valor Indisponível
Máscara de cílios,Eletrodomésticos,28.73,95,Filial 5,Valor Indisponível
Base líquida,Alimentos,42.72,76,Filial 9,Valor Indisponível
Corretivo,Alimentos,20.61,79,Filial 7,Valor Indisponível
Batom líquido,Eletrônicos,82.75,9,Filial 9,Valor Indisponível
Lápis de sobrancelha,Alimentos,98.12,22,Filial 4,Valor Indisponível
Corretivo,Eletrônicos,89.4,28,Filial 1,Valor Indisponível
Batom matte,Eletrônicos,11.91,39,Filial 1,Valor Indisponível
Batom matte,Roupas,37.84,96,Filial 5,Valor Indisponível
Pó compacto,Alimentos,98.15,24,Filial 8,Valor Indisponível
Corretivo,Eletrônicos,93.78,34,Filial 7,Valor Indisponível
Sombra de olhos,Eletrônicos,29.26,35,Filial 7,Valor Indisponível
Base líquida,Eletrodomésticos,2.01,3,Filial 9,Valor Indisponível
Base líquida,Roupas,20.27,82,Filial 2,Valor Indisponível
Pó compacto,Eletrodomésticos,26.38,21,Filial 5,Valor Indisponível
Corretivo,Eletrodomésticos,46.23,34,Filial 5,Valor Indisponível
Batom matte,Eletrodomésticos,54.51,33,Filial 7,Valor Indisponível
Pó compacto,Eletrodomésticos,54.52,80,Filial 1,Valor Indisponível
Batom matte,Roupas,42.13,6,Filial 8,Valor Indisponível
Corretivo,Roupas,10.38,43,Filial 4,Valor Indisponível
Delineador líquido,Alimentos,96.99,74,Filial 3,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,56.39,4,Filial 4,Valor Indisponível
Máscara de cílios,Roupas,5.89,9,Filial 4,Valor Indisponível
Base líquida,Alimentos,47.9,53,Filial 5,Valor Indisponível
Base líquida,Roupas,11.0,61,Filial 2,Valor Indisponível
Pó compacto,Roupas,75.61,10,Filial 4,Valor Indisponível
Sombra de olhos,Eletrodomésticos,16.8,52,Filial 5,Valor Indisponível
Máscara de cílios,Eletrônicos,71.71,46,Filial 9,Valor Indisponível
Delineador líquido,Eletrodomésticos,60.61,68,Filial 6,Valor Indisponível
Batom líquido,Alimentos,80.99,30,Filial 10,Valor Indisponível
Corretivo,Eletrônicos,27.73,32,Filial 9,Valor Indisponível
Base líquida,Eletrônicos,19.78,70,Filial 10,Valor Indisponível
Base líquida,Alimentos,89.15,90,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,59.21,86,Filial 3,Valor Indisponível
Pó compacto,Roupas,49.77,70,Filial 9,Valor Indisponível
Sombra de olhos,Eletrônicos,89.08,56,Filial 3,Valor Indisponível
Lápis de sobrancelha,Alimentos,95.1,73,Filial 6,Valor Indisponível
Máscara de cílios,Eletrônicos,80.2,72,Filial 2,Valor Indisponível
Blush em pó,Eletrodomésticos,24.62,3,Filial 3,Valor Indisponível
Base líquida,Roupas,83.9,89,Filial 3,Valor Indisponível
Corretivo,Roupas,81.99,27,Filial 7,Valor Indisponível
Blush em pó,Eletrodomésticos,51.32,49,Filial 1,Valor Indisponível
Blush em pó,Alimentos,35.7,50,Filial 2,Valor Indisponível
Batom matte,Alimentos,39.06,62,Filial 3,Valor Indisponível
Batom matte,Roupas,39.35,13,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,43.39,33,Filial 9,Valor Indisponível
Delineador líquido,Eletrônicos,16.69,18,Filial 8,Valor Indisponível
Lápis de sobrancelha,Alimentos,32.1,74,Filial 1,Valor Indisponível
Delineador líquido,Eletrodomésticos,67.25,37,Filial 2,Valor Indisponível
Pó compacto,Alimentos,42.72,33,Filial 5,Valor Indisponível
Batom líquido,Alimentos,31.46,14,Filial 9,Valor Indisponível
Delineador líquido,Eletrônicos,61.51,98,Filial 2,Valor Indisponível
Batom matte,Roupas,33.27,77,Filial 10,Valor Indisponível
Batom líquido,Roupas,74.42,75,Filial 8,Valor Indisponível
Batom matte,Roupas,39.43,64,Filial 3,Valor Indisponível
Batom líquido,Eletrônicos,70.51,61,Filial 1,Valor Indisponível
Corretivo,Eletrônicos,26.58,5,Filial 5,Valor Indisponível
Blush em pó,Roupas,27.84,15,Filial 10,Valor Indisponível
Sombra de olhos,Roupas,61.94,89,Filial 1,Valor Indisponível
Delineador líquido,Eletrônicos,86.87,30,Filial 4,Valor Indisponível
Batom líquido,Alimentos,51.13,6,Filial 10,Valor Indisponível
Batom líquido,Roupas,12.27,2,Filial 5,Valor Indisponível
Base líquida,Eletrônicos,85.61,42,Filial 8,Valor Indisponível
Pó compacto,Roupas,42.8,91,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,79.89,90,Filial 1,Valor Indisponível
Corretivo,Roupas,40.69,73,Filial 2,Valor Indisponível
Base líquida,Eletrodomésticos,55.48,54,Filial 1,Valor Indisponível
Blush em pó,Alimentos,8.2,63,Filial 5,Valor Indisponível
Batom matte,Roupas,87.35,84,Filial 2,Valor Indisponível
Delineador líquido,Eletrodomésticos,99.02,62,Filial 10,Valor Indisponível
Blush em pó,Roupas,63.5,48,Filial 2,Valor Indisponível
Sombra de olhos,Roupas,60.69,8,Filial 2,Valor Indisponível
